review,rating
Excellent productREAD MORE,5
"Bass has to be kept at -5 for realistic audio. A little too much thump from the suboofer. Otherwise, it's all good. Surprisingly, the Bluetooth audio is louder and more clear than the optical & HDMI ARC connection. Also, the AUX connection has a continuous loud hissing noise in the background. All the time. Tried with different cables, same issue. Nothing major, but you should know.No idea about the durability and the longevity. I'll probably update in 6 months.READ MORE",3
I have bought 160w soundbar on Rs.6999 on sale. Bass is impressive like JBL. Sound is also very good. Bluetooth connectivity is also superb. Total value of my money.READ MORE,5
Low price and great music superb speaker and bassREAD MORE,5
Nice product from boat.READ MORE,5
"After using this product for last 2 months am putting down the review. Overall the product is really very good. A ultimate value for money product. Looks premium and build quality is premium too. The reason why am giving 4 star is the sound quality. The sound quality is very nice, crispy with deep punchy bass. But the bass is way too deep that it actually overlaps the details a bit. Otherwise the bass is really head shaking.If you're a guy who loves to hear to all the details in a music, t...READ MORE",4
Super qualityBass goodRemote chenge Ac adaptor New modal Remote superREAD MORE,4
I got this speakers at 4500 they are the best speakers if u get them at 8000 than also take it they are the best speakers nd high bassREAD MORE,5
"Just wow*****For bass 5*Vocal      4*Clarity.    4.5*Overall     5* if this product lasts long I received 1580 instead of 1550, but both are same, only difference is front design A pattern,This product make For bass lovers,Boom shaking bass vocals lil bit down bt comfortable hearableREAD MORE",4
Awesome Product. I got it just in Rs 4.5k for 120watt. in this range the quality is superb. Thanks to flipkart.Only one thing is lagging this is Made in China product.READ MORE,5
"bought it for 4899rs+100supercoinssound quality is good..boAt soundbar is best for bass..looks premium design... boAt sounbar is best in this price range, go for itREAD MORE",5
"Aux is poor,, otherwise fantastic one,,,, next song is not playing during USB modeREAD MORE",5
I have purchased Boat Avante 1550 120W soundbar @ Rs.5500/- which is quite cheaper in comparison to to its quality.READ MORE,5
Plus points:Design is good. Multiple connection are good.Minus points:The product packaging was not sealed and goodBluetooth version is old 2.1. there is a small gap between connection every half-an-hour.Subwoofer weight is less it is unable to deliver deep bass. It cannot provide a strong bass tooThere is a lag or delay in audio when AUX is connected from DTH.Overall the product is over priced.Instead we can purchase tower speaker or 5.1 speakerREAD MORE,3
It doesn't have battery so not sure why Flipkart gave me an option to rate on basis of battery.. Fan of boat speak but few things to be pointed out here.Remote is not of good quality interms of built .. you need to do a hard press sometimes.Bluetooth connectivity is also an issue even wid paired devices it doesn't connect many tyms u need to do a reset and pair again.Over all i ll sau 3 on 5READ MORE,3
A good product is 10k budgetREAD MORE,5
osm product in this price range good connectivityand the product quality is goodREAD MORE,5
"I was earlier using a 800W Sony 5.1 home theatre system for 10 years(currently priced above Rs 20000), so this 120W boat soundbar was actually a downgrade for me. But considering its price(I got for Rs 5399 after all discounts) I will say it's value for money product with good build quality.Bass is deep & good, Vocal sound quality is average, Bluetooth connectivity is poor, Songs through USB sound very good. HDMI arc did not support my new LG ultra HD TV so had to connect by optical cable....READ MORE",4
"After using it for 2 months.i would say this is a okay product. Sound is good, Bass is too good. Clarity is good.BUT a major drawback is connectivity between woofer and bar.as it is wireless it loses its connectivity very often. Everytime you have to restart woofer from main switch.Overall the product is okay at this price range.READ MORE",3
"Good,very nice product this price range(5999/-)READ MORE",4
superbREAD MORE,5
It's a beast.. The best soundbar.. It will blow your mind.. U can't listen in full sound.. The neighbours will complain about you.. It's like your own DJ SYSTEM.READ MORE,5
prosgood bass and worth under 4kconsBluetooth connectivity is poor.no HDMI but fine for moneyREAD MORE,4
"sound quality is absolutely awesome, but Bluetooth connectivity is poor , it's become disconnected out of 3-4 metre area.READ MORE",5
sound bar is most sufficient for for home.Thanks Fipcart.READ MORE,5
audio not clearREAD MORE,2
Superb Sound and bass. Its paisa vasool product. I loved it.READ MORE,5
excellent sound. 80w sound bar is just perfect to convert your hall into a theatreREAD MORE,5
GoodREAD MORE,4
superb bassREAD MORE,5
awesome productREAD MORE,5
"Really nice vol and bass,good price considering the productREAD MORE",4
"booming bass experience, bass is a overkill here. otherwise good so far.READ MORE",5
such an awesome product I have purchased.greatest quality in this range.i hv steal the offer.bass is superb.best deal.READ MORE,5
sound superb..nice product...my small doubt...where is battery?READ MORE,4
boat brand excellent product..I love it...READ MORE,5
bass was goodREAD MORE,5
"Man o Man! This is a beast. After going through all the reviews here and on YouTube and comparing it with all other available soundbar in this price range, finally bought it on BBD. And guess what? All the reviews here and on YouTube turned to be true. It's a beast in terms of sound that it produces and literally shakes my room with its monstrous bass. Ya that's true. It's a bass lover's heaven. Connected it with my Sony tv via aux cable. The sound bar is so long approximately 39 inches long ...READ MORE",5
superb soundREAD MORE,5
Sound is not as per 120 watt speakers systemREAD MORE,3
Amazing product for the offered price. Good asthetics & sound quality. Gets connected to old CRT TV also. Great buy.READ MORE,5
"Hi,1st of all excellent product at this price range. Flipkart package not good, when it was came to me the package was broken,the delivery person told that it was for the rain. Overall the product is good. Go for it...READ MORE",5
Worth It 🔥sound quality and bass is awesome... Even at high volume it is fabulousREAD MORE,5
"Perfect Soundbar,Sound is too much clear,installation is poorREAD MORE",5
Superb sound qualityREAD MORE,5
Just okREAD MORE,4
Awsome product....READ MORE,5
best sound bass nice 👌👌👌READ MORE,5
Sound is good but no Dolbydts for surround effectREAD MORE,4
Excellent productREAD MORE,5
The product is not working after a couple of week of buying. The support team mentioned that the board within the system is not functioning which caused the issue. It's been almost more than a month since we are trying to get a replacement. No positive response from the company as well.READ MORE,2
"treble and bass is good but too loud, should have more controlled equalizer function  . even after doing more edjustment midrange sound output not increasing comparing to bass and treble. . if you keep bass and treble to very low than also not able to get firm midrange voice quality output.  if any one want loud bass treble sound than its OK . but any want proper midrange also than don't purchaseREAD MORE",3
Waste product Subwoofer is not pairing. After a week wait installation done but subwoofer is not working. Better buy some cheap 2.1 speaker.READ MORE,1
Amazing Sound Value for the money. Good experienced.READ MORE,5
Bluetooth connectivity problem.READ MORE,1
"Voice is not clearly heard. I think the basic Bluetooth speakers give better quality than this. After a month of use, the tweeter started cracking even though the bass/treble is set to -5READ MORE",1
Remote stopped working in 1week of usageREAD MORE,1
nice product i got for 5400 nice bassREAD MORE,5
"It was a good enough sound bar for the first 2 months and then woofer broke down, I filled a complaint with boat they said I need to talk to Flipkart as I bought the product from them so Flipkart would provide the after sale services. Then after a week of calls they sent a service man from a local company who came and checked the unit and reported that damage was manufacturing fault and not my Fault and said company would send him the spare part and once he receives it he would repair the uni...READ MORE",1
Using after 20 days decreasing two star because of connectivity problem with TV via HDMI cable...every time you switch on the the u have to set up manually to get sound in the bar.READ MORE,3
recieved the defective productREAD MORE,1
Sound not goodREAD MORE,1
i bought it for 5999 it was a really good sound bar but after 2 weeks it stoped working suddenly I dont know why it happened  so guys please think before choosing this. because  I had a worst experiance so bewareREAD MORE,1
Good productREAD MORE,1
it is very good value for money bluetooth speaker.Gonna do it buy then will never feel bad it's performance too good.🤗🤗🤗😍😍😍😍👌👌👌👌READ MORE,5
niceREAD MORE,5
Amezing productREAD MORE,4
goodREAD MORE,4
sounds quality is awesome and base exclent but mi tv don't support arc by HDMI cableREAD MORE,4
sound and look simply super .price very gud 5500.packing is worst.READ MORE,5
"I got this 120w sound bar for 5999 on 21 may 2019....it's a value for money system, expecting a bit more bass from it but nevertheless it's on par for the price paid.go for it with closed eyesREAD MORE",5
good soundsREAD MORE,4
Writing this review after using the product for 2 days. Boat really rocks. This is my third product which i purchase from boat. Already i own a Bluetooth head phone and a Bluetooth speaker from boat. This made me to purchase a sound bar from boat with out comparing any other products. Thanks to boatREAD MORE,5
"not working properly via Bluetooth , HDMI , optical , aux .. the bar nd woofer does not match. it does not synchronize . need replacement but my return policy date is over at 10th oct ( i bought on 2oct  )READ MORE",1
Very very bad the installation team hasharssed me several time no one will help u if u buy this product and reshedule the date the kept me waiting for 1 mont and after tahat gave no service plss dont buy ths productREAD MORE,1
lowest qualityREAD MORE,1
Sound and Bass is absolutely fine. Great product . Battery is not there it only runs on power input..READ MORE,5
"It's the best soundbar in this segment, the bass and treble is fantastic and the build quality is excellent. 3D surround sound is amazing when ur watching movies. The sound is loud enough and does not distortREAD MORE",5
not useable for TV use.... its waste as per tv use... no sound quality from tv outputREAD MORE,2
"Got it the next day after order for 3999 on flipkart big saving day offer, installation was also done in promised time. About the product:1. Look is awesome2. Sound quality is upto mark3. Bluetooth range is also good4. Control of bass, treble on remote is smoothI can't play it on full volume because it can break the glass on window easily (Tried upto 90% volume and all start to vibrate), Overall it's a more than value for money product. Just go for itREAD MORE",5
two much bass but no voice clearity also dolby digital is missing ok ok sound barREAD MORE,2
"Happy with the purchase.The first piece I got was defective its Hdmi port was not functioning properly.After tech visit I got the piece replaced.Overall its worth for the price in terms of the sound quality ,bass and the design.About the negatives:1.Very low Bluetooth range.( Often interrupts even one walk across the  connection line).2.Sound clarity could have been much better.READ MORE",4
No battery backup for this...I got this 4131 in October sale.... Excellent sound and bass quality is awesomeREAD MORE,5
I purchased for Rs 5399..worth buy..bass nd sound quality is very good..my friends purchased marq and Sony soundbar..out of three I felt boat is awesome in compare of price wise...READ MORE,5
Bass quality is good but volume is low.READ MORE,3
worst product ... service too badREAD MORE,1
sounds gud with powerful bass...READ MORE,5
"Awesome sound bar.... Really amazing, bass is very good enough to vibrate whole building.Clarity also good...But no battery, classy design...worth for money spentREAD MORE",5
"Can't believe a product by Boat in such a price, sound quality is superb, no comparison with any other brand good enough for impression as well as your dining hall.Go and Buy without any doubt this is my 1st review after a long time, cause the brand in this price can't exceptREAD MORE",5
purchase rs3419awsm                                                                                           sound quality is too good in this priceREAD MORE,5
Conctivity problmREAD MORE,1
Very bad productREAD MORE,1
Very bad sound clarity and no one respond on itREAD MORE,1
"In the beginning, the sound quality was fine, I loved the product.One fine day the WOOFER STOPPED WORKING and BOAT did not even care to address the complaint. They gave me a COMPLAINT ID and when I contacted customer care no one answered.Later I also got to know that the complaint ID is invalid. I'm almost out of warranty but no response from BOAT's end even now. Very Very Poor Customer Service. I'm Just soo disappointed with the company.READ MORE",1
Worst product don't buy sub woofer is not working..waste of money..READ MORE,1
If you are a bass lover than close your eyes and go for it . You will not be disappointed. It's my personal experienceREAD MORE,5
super ❤️ bass qualityREAD MORE,5
Still installation not completeREAD MORE,1
Everything good. But SONY output is always ultimate.READ MORE,4
Instalation of the product was very badREAD MORE,1
Best fr small functions tooREAD MORE,5
Very bad experience. Dont by this item.subwoofer is not connecting with soundbar wirelessly.too much bad.READ MORE,1
Thanks tou boat familyREAD MORE,5
I got a defective piece... The internal part of sub woofer is broken which makes a resound from the woofer. The product doesn't have policy to replace the product...READ MORE,2
Nobody came for installation till nowREAD MORE,1
Nice product. satisfiedREAD MORE,4
Sound is ok but woofer got damaged within 2 months of purchase.Poor warranty claiming service.READ MORE,1
Excellent product but getting low sounds on aux cableREAD MORE,5
base is good.. but voice quality could have been better. crisp sound is not there.READ MORE,4
"good but terible is more and voice is not clear.i already used jbl 110w,JBL  one is good, but boat is not meet the expectations.thank uREAD MORE",4
Superb item Very niceREAD MORE,5
Superb😍😍READ MORE,5
Very badREAD MORE,2
Nice one if it comes around 7k-8kREAD MORE,4
Awesome must buyREAD MORE,5
Sound quality is good. Bass 9/10Mostly I use it with Bluetooth connectivity with no issue. Range of Bluetooth is also good.READ MORE,4
Connectivity issueREAD MORE,4
Ok but not a dolby soundREAD MORE,3
"Good quality ,but blutooth connectivity range only 10 feetREAD MORE",5
"Connectivity issue always, connected via hdmi cable to mi tv.Not recommended to buy this product, if you think to connect to mitv.READ MORE",2
Good sound qualityREAD MORE,5
Very Good Product...👌👌👌READ MORE,4
Very goodREAD MORE,4
It's a nice product. Sound is crystal clear. Bass is heart thumping. Just that you need to keep the woofer on ground.READ MORE,4
Exalent.hi range product.good.good .Sound.bass .Everything.is gon.thanks for flipkart.myend blowing.this productREAD MORE,5
So nice product I am so happyREAD MORE,5
Awesome sound quality and beautiful experience of soundREAD MORE,4
GoodREAD MORE,5
Unbelievable product. I can't believe my own ears. I love this sound bar.  Thank you Flipkart and your installation team(jeeves). Specially thanks to BOAT.READ MORE,5
Mind blowing spekersREAD MORE,5
Pleasant sound.READ MORE,4
GoodREAD MORE,5
Good soundREAD MORE,5
Sounds good but a irritating sound comes from woofer....READ MORE,3
It's awesome product bass is marbalousREAD MORE,4
V good product 🥰READ MORE,5
Bass good  Sound quality not goodREAD MORE,2
Bass is awesomeREAD MORE,4
Good product ❤️READ MORE,5
SuperREAD MORE,5
Good product ❤️READ MORE,5
SuperREAD MORE,5
Sound quality is not so good . Installtion person was very rude and do not know much about soundbar features . Installed soundbar unevenly and looking very oddREAD MORE,3
Ground shaking Bass 🤩🤩🤩🤩🤩🤩❤️❤️❤️ Really My Window's Mirror Got Shakes 😥 this Product Is not for Heart patient Because It Got Soo Much Shaking Bass😥😰READ MORE,5
Super ❤️ sound system and sound colity is awesome 👍this price is betterREAD MORE,5
SuperbREAD MORE,5
Very nice product I bought it 3999 .READ MORE,5
Super 👌👌READ MORE,5
NiceREAD MORE,5
Good productREAD MORE,4
SuperbbbREAD MORE,5
"Product is very, clearity is nice and bass is awesome, can't listen to full volume. Go for it 👍👍READ MORE",5
Bass blasterREAD MORE,5
"Product is good, services is very bad 😤😠READ MORE",5
Supper sounds system...  woofer size big...Sounds effect supperREAD MORE,5
SuperREAD MORE,5
Just average soundbar. Quality us just Okey.  Don't expect much from this sound bar.READ MORE,2
"Awesome product. Connected via HDMI to motorola Revou tv and tried other connection modes of AUX, Optical and Bluetooth, worked pretty awesome. Go for it.READ MORE",5
Got problem with Bluetooth connection few days after of installing .. spent alot of time with customer care people finally boat changed the PCB .. hopefully that resolves the problemREAD MORE,2
"Best in price range, on filpkarts big billions day I got It for 4890/-, I never used any sound system before , but this one got one hell of a sound and clarity, ground shaking bassREAD MORE",5
Using it for more than a year. And just wanted to say the 1 word. Awesome. U can blindly take this. Good for a medium size hall of 21*12.. realy liked it. Sound is really loud. Thanks BoatREAD MORE,5
Best sound bar in this price segmentClear soundPowerfull bassExallent designThanku boat & FlipkartREAD MORE,5
Sound quality is awesome..Bass is too good .READ MORE,5
Its a. Good product but after some time it starts making some  miscellaneous sound.. and  customer support is so bad i am trying from about 4 months but it is not repaired yetREAD MORE,1
Very poor soundREAD MORE,2
"Awesome quality you just go for it and there are no any battery in side this , i don't know why flipkart showing that the battery information.READ MORE",5
Sp bassREAD MORE,5
Amazing soundEarth shaking bassREAD MORE,5
"Great product...,READ MORE",5
Actually am -100 stars because.sub not working Bluetooth pair problem. and hdmi connectivity none.flipkart and boat also not help me.totally useless condition now.dont buy boat avantar.READ MORE,1
Super sound systemREAD MORE,4
Wonderful feeling must buy thank you so much Flipkart & boat 👍❤️READ MORE,5
Fast delivery good service with installation sound bass superREAD MORE,4
5 stars good but technicion is a waste fellow he don't know how to fit.READ MORE,5
Awesome products Flipkart I got at 4100rs (80w)READ MORE,5
Amazing product & sound quality is very very goodREAD MORE,5
I have ordered the product on 20th Jan and got delivered on 21st Jan in the morning .. And even insulation was done on the same day ..Awesome service awesome sound quality I got for 6999 .. Rate changes on a daily basis Buy it without thinking about itREAD MORE,5
this is  perfect for home sound quality is feel like u are in theater .READ MORE,5
Very good product.READ MORE,5
Subwoofer wire is so thin.Sound bar is awesome looking premium. If you have  5000rupee then u should buy it.I got 4899. I m very happy with boat Avante 1550.READ MORE,4
Awesome 👍READ MORE,5
"Very satisfied with the sound quality, the best thing is that the adjustable features of bass and trebles in remote control, con: unable to connect my LG smart TV with Hdmi, initially they have exchanged it as it was defective but after receiving the other unit the same hdmi problem persist. Now I'm using with aux port for TV and Bluetooth from mobile.READ MORE",4
Verry very bad  productREAD MORE,1
Bad productsREAD MORE,1
Very Nice Product Must Buy👌👌👌👌READ MORE,5
Super sound and bassREAD MORE,5
Bass sound clarity ni disturb chestundi konchem improve cheste bagundu.READ MORE,4
Build quality- 8/10Bass - 9/10 Clearity- 6.5/10 ( too much bass at higher volume that suppress sound)So if you are a bass lover and you will only play it at it's 60-70% volume then this is perfectBut if you are a sound/pitch/clearity/vocals guy then this will disappoint youREAD MORE,5
Waste of money and timeI replaced the product two times but I suffer same problemMy subwoofer was dead in a weekREAD MORE,1
I ordered the 120w.The bass is way to much than i expected the treble is really addictive and the sound quality is really up there with the jbl i got it for the 4589/- and tht was a total steal for me i would really recommend any one with out any fear to get this sound bar.READ MORE,4
Waste of money and timeI replaced the product two times but I suffer same problemMy subwoofer was dead in a weekREAD MORE,1
I ordered the 120w.The bass is way to much than i expected the treble is really addictive and the sound quality is really up there with the jbl i got it for the 4589/- and tht was a total steal for me i would really recommend any one with out any fear to get this sound bar.READ MORE,4
Sound quality ok but sometimes connectivity of sub make little problemREAD MORE,3
"Poor sound bar ,😡😡plz don't buy..READ MORE",2
Good sound best superREAD MORE,5
Super bassBest in the priceREAD MORE,4
Bass bass bass ....very good sound  and bassREAD MORE,5
Product is very nice 🤩....but bluetooth connectivity is very bad 😩READ MORE,4
Bass super 10/10 vary good prodatREAD MORE,5
Boat sound bar is awesome👍 great sound🔊 bass was awesome but connectivity is pureREAD MORE,5
I got it rs 4500 in August sale. Sound quality bass quality everything is perfect. I gifted this to my father who is a music lover. He love this product very muchREAD MORE,5
VALUE FOR MONEY....SOUND QUALITY.....4.7/5BASS.....4.8/5CONNECTIVITY.....4.9/5I WAITED LONG FOR THIS SOUNDBAR.BEFORE BUYING THIS I WATCHED SO MANY REVIEW VIDEOS IN YOUTUBE OF DIFFERENT PRODUCTS.FINALLY I CHOSE THIS.I WAS NOT WRONG.I AM TOTALLY HAPPY WITH THIS PRODUCT..THANKS TO FLIPKART & BOAT...READ MORE,5
Stupid design....back side pendrive & aux port available... Not possible to fix wallREAD MORE,1
Good ProductREAD MORE,5
Over all best in price but bass is normal but in 4000 rs its perfect and boat aavante bar 1200 80W  is average but u want some more bass and quantity sound go for 120 wREAD MORE,4
Sound are very loud very clear ❤️ bass is very goodBass 10/10Design & build 10/10Connectivity 10/10 simply best sound bar 💯READ MORE,5
Less than woofer speaker gone no response from customer care no one is looking at the problem. Very worst product that i feel. Flipkart please take necessary action. Till now my product is not replaced or not repairedREAD MORE,1
It's facing blutooth connectivity issue after 2 months and no Support coming from any sideREAD MORE,1
Very good sound amazing productREAD MORE,5
Very good bass and sound quality but in 3d mode light distortionREAD MORE,4
"Sound is insane all things are good,but there is only a display is missing which should boat must add but it's not necessary I m only giving suggestionREAD MORE",5
Fully quality voice love it.READ MORE,5
Sound Quality is best. If you are looking for bass then just go for it. But vocals are a bit low but almost unnoticeable.READ MORE,5
"Product is just superb, got in less than 3600. In  a 100 sqft room u will feel like u r sitting in Inox. Issue is with jeevs , their service is pathetic in this case. The person who was in charge tried to make my life hell over call. He is just *****. Better to install by yourself of you buy it.READ MORE",3
Very good bass and crystal clear soundJust awesome.READ MORE,5
Boat Avaante 120wat Super sound qualitySuperr basssCrystal clear sound♥️READ MORE,4
GoodREAD MORE,5
Awesome bass 5 out of 5Good sound quality 4 out of 5READ MORE,5
Product is Awesome. but  installation service poorREAD MORE,5
Good soundREAD MORE,5
Boat is always my favourite awesome sound system awesome base . Fabulous designREAD MORE,5
I got this @3999. Quality product at this price. Fully satisfied with this product. Boat for you thumbs ups.READ MORE,5
Best soundbar under 6000 I purchased 4000 sell boat very best others soundbarREAD MORE,5
Excellent quality of sound.very happyREAD MORE,5
Killer Bass... Highly recommended...go for it.READ MORE,5
Nice bassNice soundREAD MORE,5
Love it. Good one for small hall or rooms. Good output.READ MORE,5
Sound quality and Bass are awesome...And fast delivery.... excellent packing...overall best soundar..READ MORE,5
"Its a awesome product within this price range.Amazing sound , a real gift for music lover.undoubtfully go for it.READ MORE",5
After 3 months i think the bass is increased or i don't know what happened bass and bass only. they mentioned ground Shaking bass itz true in my caseREAD MORE,5
Excellent product in this range value for money in 4000 rsREAD MORE,5
very nice product superb sound Quality base Quality is like a DJREAD MORE,5
Clear sound and thundering bassREAD MORE,4
"Product os even good,bass is ok while you using it ina single room at full bass and volume ,the small  objects in the room starts shaking....overall the product is good at this price compare with others..READ MORE",4
Love the product sound quality is awesome .READ MORE,4
Nice sound and I got it only 5499 thnx flipkart for a great dealREAD MORE,5
Excellent product.... Value for money.... Must buy.... Perfect for music lovers..... Bass is excellent.....READ MORE,5
Wall Mount demo ojREAD MORE,5
Good😎READ MORE,4
Nice sound bars very good product nice havi bass bassREAD MORE,5
Good😎READ MORE,4
Nice sound bars very good product nice havi bass bassREAD MORE,5
Super bar digital sound I'm happy happy happy happy happy happyREAD MORE,5
"One star less bcz volume not syncing when you connect via Bluetooth with Tv properly, otherwise Excellent sound i just love love. Purchased in 3199.READ MORE",4
GoodREAD MORE,5
"An average product at the price point of 5000/- ( you may get it for 4,500/- depending on card offers) Was Not as good as expected by reading majority of reviews here on flipkart bought 120 kw model, used  it in a 300 sq feet at times sound was too slow at max volume, just an average product.Avoid buying for anything more than 5500/-READ MORE",3
So beautiful .. sounds and. Bess quality and .. delivery to good.. thanks FlipkartREAD MORE,5
Nice productREAD MORE,5
Nice product... I brought it 5499 ...READ MORE,4
"Nice sound quality, with balanced mid and lows along with balanced set equalizer. Good product and value of moneyREAD MORE",5
Best under 4K category with F and D speakers. This one has more juice. Kindly note this is a Bluetooth speaker but with AC adapter. No battery back up thing is there. It solely runs on electricity.READ MORE,4
I will by on 6999 .good bas quality. Real natural sound. Good look..THANKS FlipkartREAD MORE,5
"Excellent and i think 80 wats sound enough only 12x12 room size ,and everything is goodREAD MORE",5
Bass dominated vocals.READ MORE,4
Got wrong product. I have booked 1550 model no. But got 1500 model no. But both are same . But it mistake by Flipkart.READ MORE,3
Amazing sound in this price range. Will update my review after few weeks of usage.READ MORE,5
Nice sound & hard bass...... awesome ❤️❤️❤️🔥🔥🔥🔥READ MORE,5
Osm experienceREAD MORE,5
Good product but no ac adapter in the boxREAD MORE,4
In low budget it is very good speaker I like it the sound quality is very nice thanks boat and Flipkart for this productREAD MORE,5
Bass lover go for itREAD MORE,5
Bought it for Rs 5499/- Long Term review:It turns out that It has the best audio experience. I started enjoying the goodness of this Advante Bar. I have used another 80W boat advante bar. But this 120W is far superior. Just at 15 volume it vibrates everyting in the room. You can't judge a product in just 5 days!READ MORE,5
Excellent Sound...I loved boAtREAD MORE,4
Every thing is best but Bluetooth range is only about 10 m it is so badREAD MORE,5
Bass and Clarity ...WowREAD MORE,5
Hi frnds.. Trust me.. Sound quality and product was awesome.. Installation person was so kind and they installed before d due date.. I purchased this product for my bestie birthday.. They delivered my product at a right time.. And the parcel was handover with full care there was no damage.. and packing also very nice.. 👍👍👍👍👍READ MORE,5
nyc product but the way ofpackage is not good over all product is superREAD MORE,5
Must hi broDhansu soundJabardast....READ MORE,5
"Got at price of 4,400 so i am very much satisfied with sound, bass and everything. It's worth the priceREAD MORE",5
Best at this price❤️READ MORE,5
Free  installation and dem did not comeREAD MORE,5
Speaker is good ..but i m not able to connect it useing hdmi or optical wire with my samsung 4k tv which has no bluetooth..Boat customer care numbers dont work atallso no use to me.. completely uselessREAD MORE,1
NiceREAD MORE,5
After using it for 5 months.. I am reviewing it.. sound quality is awesomeBut the bluetooth connectivity is really no upto the mark.. connection breaks a lot...READ MORE,5
I got it for 4799 only best in classREAD MORE,5
Better sound and best queality in this prise.. really i m setisfied with them 😊✌🏻READ MORE,4
Super bass and saundREAD MORE,4
Great product for music. Initially it will take a week's time for the sound to open up. Bass is too much.Dialogues not clear while watching movies.READ MORE,5
Bass is good but voice clarity is not satisfactoryREAD MORE,4
Bose masterREAD MORE,5
Powli sanam myr...Value for moneyREAD MORE,5
It's to good...READ MORE,4
Sound quality is awesome but bluetooth connectivity is bit poorREAD MORE,4
Bluetooth connectivity very poorREAD MORE,3
GoodREAD MORE,4
Awesome bass... best for bass loversREAD MORE,5
I bought Aavante bar 2000 which is good for bass..sound from bar is normal But one thing I want to mention is about the connectionsFor me Aux only works fineI have faced with Optical and Bluetooth connection like lag issues or loss of communication from tv and barAnd wireless sub has sync issue with barREAD MORE,3
Sound issue audio and video not match use mobile  communication Bluetooth connection .READ MORE,3
"only bass. other than that nothing else.  when connected to tv some channels are with gud sound and some are not. even tv speaker is louder than this sound bar set, on some times.READ MORE",1
"Please don't fool people with great specifications and branding, FlipkartREAD MORE",5
"only bass. other than that nothing else.  when connected to tv some channels are with gud sound and some are not. even tv speaker is louder than this sound bar set, on some times.READ MORE",1
"Please don't fool people with great specifications and branding, FlipkartREAD MORE",5
its awsomeREAD MORE,4
"Sound is not that much crystal clear, but bass is good...due to high bass sometimes vocal is not that much clear.... overall a good package according to price....READ MORE",4
No wordsREAD MORE,5
Very quality of bass and woofer. It gives me feel like theater.... too good must buyREAD MORE,5
Supab sound Quality.... In low cost ....excellent bass ... Awesome product.READ MORE,5
Nice got this for 5000 nice productREAD MORE,5
Ths sound bar s good fr USB only. If it connected with TV through 3.5 jack we can hear noise and more over Bluetooth totally wasteREAD MORE,1
It's Just Awesome.....If You want To Buy a Sound bar Then buy This one...READ MORE,5
Very Nice Product Boat 1580 Good And Sound bass I like this sound systemREAD MORE,5
Very bad sound quality ..READ MORE,1
Go for indian brand .. don't waste money on other brand.. Boat is awesome.. using from last 6 months ... And result is bestREAD MORE,5
Connectivity is bad. Bluetooth has a latencyREAD MORE,1
For bass lover and made feel like theaterREAD MORE,5
Awsome 5/5READ MORE,5
Best productREAD MORE,5
Sound goodREAD MORE,5
NiceREAD MORE,5
"Great Deal , Got It Only For 6399 , Thanks Flipkart For the Deal.#Awasome Sound#Loud Bass#Clear SoundVery Much Happy With The PurchaseREAD MORE",5
Awesome...👍👍👍 ProsGood build qualityGood vocalDeep bassGood looking👎👎👎 ConsMid and high are badHdmi not availableBluetooth connectivity is quite poorOverall Good package at reasonable pricesREAD MORE,4
I purchased 120 w during Great savings days for Rs.4400/-.Bass is Blowing.perfect Cinema Theatre Experience.Volume 12 out of 35 itself shaking the Room.Thank you Flipkart.READ MORE,5
"I can say Boat 2000 160W Soundbar its just outstanding, I bet this is a competitor for all 2000W sound systems.READ MORE",5
super home theater  bass superREAD MORE,5
Base was good but background music is low totally good experienceREAD MORE,4
10 out of 10 productREAD MORE,3
"The sound is awesome. The Sharpness in the sound is really good. However, there was some Blue tooth connectivity.  Did anyone face any problem in the blue tooth connectivity?READ MORE",4
Awesome productREAD MORE,4
Better sound &bass quality...READ MORE,5
Bass quality is good. But volume 15 to 25 good experience.Volume 25 and above bass is not clear.Also Sound quality better this price range.4.5 out of 5.READ MORE,5
perfect for 32 inch tvREAD MORE,5
Vocals are not clearFine bassTreble is too highSeperation of different sounds is goodEqualizer is must for clear overall balance soundREAD MORE,4
Works fine.. Good Bass and good volume but sometime there is distorted sound.. also connectivity is an issue.. range is very poor.. But I am sattisfied..READ MORE,3
Really amazing product supper stylish and clear sound qualityREAD MORE,5
Bass is good but vocal are not clear very badREAD MORE,1
HDMI Not connected..bluetooth coverage range just 8to ten feet directionREAD MORE,4
Best sound quality at this price...♥️Suggestion:- Always buy in offer.READ MORE,5
Defected piece.READ MORE,1
Sound quality avrage low budget sound best no hdmi bluetooth connectivity problem 4 meter rangeREAD MORE,3
Very nice sound bar @this price range and the bass is beyond the expectations totaly satisfied purchase If your father is a bass hater pls dont buy this productREAD MORE,5
Fantastic soundREAD MORE,5
Few things which i noticed..1) when you connect this bar with AUX       output you will get distortion sound which is really annoying and spoil your whole experience. (noice is to much loud).2) hdmi connectivity only available for ARC HDMI port so please check ones if your tv have ARC HDMI.3) you can connect it through optical aslo if your tv doesn't have optical port then tata sky setop have it and you can connect through it.4) bass effect is more than trebal so many time you unable t...READ MORE,4
Best soundbar at this price range.i got it for rs 4999. Excellent sound and bass especially in HDMI mode and no noticeable lag between visual and audio in bluetooth mode.READ MORE,5
So fabulous bass i loved this product all the timeREAD MORE,3
